symbol,username,user_followers,text,timestamp,sentiment,reshared_count,link,message_id,scraped_at
KEYS,vfxcreator,352,"$NBIS $XLK $SPY $DELL $KEYS a few tickers hitting the simulated folio based on quant studies

https://www.steadytape.io/#daily-trades",2026-07-03T17:15:20Z,Bullish,0,https://stocktwits.com/message/658252733,658252733,2026-07-04T08:28:24.410690
KEYS,Estimize,102675,"Wall St is expecting 2.48 EPS for $KEYS Q3 [Reporting 08/19 AMC]
http://www.estimize.com/intro/keys?chart=historical&amp;metric_name=eps&amp;utm_co",2026-07-01T13:06:17Z,Neutral,0,https://stocktwits.com/message/658013768,658013768,2026-07-02T08:43:24.853285
KEYS,BillionerOfKing,1107,"$KEYS
Current Stock Price: $333.39
Contracts to trade: $330.0 KEYS Jul 17 2026 Call
Entry: $16.10
Exit: $30.23
ROI: 88%
Hold ~24 days

Shared as daily free alerts and for educational purposes only. https://dailypickai.com/freealerts",2026-06-26T21:46:28Z,Neutral,0,https://stocktwits.com/message/657666772,657666772,2026-06-27T08:34:38.359675
KEYS,SuperGreenToday,1449,"$KEYS
Share Price: $352.56

Contract Selected: Nov 20, 2026 $350 Calls

Buy Zone: $40.71 – $50.30
Target Zone: $65.83 – $80.46
Potential Upside: 53% ROI

Time to Expiration: 149 Days | Updates via https://fxcapta.com/stockinfo/",2026-06-23T20:18:12Z,Neutral,0,https://stocktwits.com/message/657233485,657233485,2026-06-24T08:57:22.458287
KEYS,JN1919,1,"IF quantum government announcements happen in August 2026 and confirm stronger federal support, my top lower-risk picks would be $IBM, $MSFT, $KEYS 
For higher-risk and higher-reward potential, I would watch #IONQ and #QNT.
This is just my personal watchlist, not financial advice, so do your own research before investing.",2026-06-23T15:54:40Z,Neutral,0,https://stocktwits.com/message/657195522,657195522,2026-06-24T08:57:22.458310
KEYS,MadStockAlerts1,552,"$KEYS watching this one for weeks.  We think it will break out soon.  We are waiting for higher confidence, and we want to validate the breakout. $QQQ $SPY $IWM $TQQQ 

Our REAL ANALYSTS verify the confidence of the set up.   We’re getting compliments - literally daily!  daily we do this for FREE here, and we offer even better services. Tired of hearing some people hating.  Seems bitter.  We offer value, and I read those haters profiles who offer… uh… nothing. 

Trolls 🧌  will be trolls 👿   Our business is thriving.  We give back to retail. We ignore those haters, but we do defend ourselves.  It’s our brand. It matters",2026-06-22T22:17:58Z,Bullish,0,https://stocktwits.com/message/657118980,657118980,2026-06-23T09:00:43.885898
KEYS,Dr_Stoxx,126557,$KEYS gone boom for my Trend Trade Letter peeps.,2026-06-22T21:43:20Z,Neutral,0,https://stocktwits.com/message/657116435,657116435,2026-06-23T09:00:43.885919
KEYS,WAJeff,780,"$KEYS $374.96 ath (at least during regular trading hours, can’t remember if it was up here after initial er pop)",2026-06-22T13:41:29Z,Neutral,0,https://stocktwits.com/message/657040412,657040412,2026-06-23T09:00:43.885924
KEYS,RoughRiceEater,1,2x $KEYS = $KEYG,2026-06-17T14:28:25Z,Neutral,0,https://stocktwits.com/message/656703236,656703236,2026-06-18T10:08:06.210988
KEYS,Estimize,102674,"Wall St is expecting 2.48 EPS for $KEYS Q3 [Reporting 08/19 AMC]
http://www.estimize.com/intro/keys?chart=historical&amp;metric_name=eps&amp;utm_co",2026-06-17T13:09:38Z,Neutral,0,https://stocktwits.com/message/656687106,656687106,2026-06-18T10:08:06.211006
